"","Student_ID","Baseline_Score","End_Year_Score","School","Gender","Guardians","Guardian_Relationship","Guardian_Relative","Guardian_Marital","Last_Year_School_Attendance","Urban_Rural","County","HH_Income","FreeSchoolLunch","Year"
"975","975",26.5079465705961,60.3498353064835,6,2,3,1,1,0,1,0,3,15407,0,2011
"976","976",70.9791632387672,108.658309089191,8,2,1,0,1,1,0,0,4,22731,0,2011
"977","977",84.5641971821429,104.286835267655,3,2,2,0,0,1,0,0,2,10355,0,2011
"978","978",60.8359343137594,118.642096625313,1,1,3,0,0,0,1,0,0,18967,0,2011
"979","979",13.1218194492844,62.5312083396024,5,1,2,0,0,0,0,0,2,15875,0,2011
"980","980",8.29824805189593,55.3586478169782,2,1,3,0,1,1,0,0,1,17747,0,2011
"981","981",132.679248827048,152.641302972913,1,2,3,0,0,0,0,1,0,13657,0,2011
"982","982",57.0609896065177,104.986967252828,1,2,3,0,1,1,1,1,0,18798,0,2011
"983","983",84.0207502820986,120.47366132656,1,2,3,0,1,0,1,0,0,10160,0,2011
"984","984",5.89846110343861,71.1145356981208,5,1,2,0,0,1,1,0,2,22486,0,2011
"985","985",107.152986052316,157.018853268458,4,2,3,1,1,0,1,0,2,19776,0,2011
"986","986",58.1535317170299,112.44345951855,7,1,2,1,1,1,1,0,4,18740,0,2011
"987","987",7.72280518162121,79.8880109762163,6,2,3,0,1,0,0,1,3,13029,0,2011
"988","988",114.807336247622,137.331499364447,8,2,3,0,0,0,0,0,4,17346,0,2011
"989","989",52.4477394782918,95.6723375432866,1,2,2,0,0,0,1,0,0,19931,0,2011
"990","990",149.69977578821,178.938984400012,9,2,2,0,1,0,1,0,4,17427,0,2011
"991","991",22.1315905490387,53.8908583712529,9,2,2,0,0,1,0,0,4,19242,0,2011
"992","992",29.4355009472371,76.0129622157235,4,2,2,0,0,0,1,1,2,18523,0,2011
"993","993",111.767836701039,141.174445567528,10,1,3,0,0,0,1,1,5,11135,0,2011
"994","994",30.1997293768018,69.7718573830806,9,1,1,0,1,1,0,1,4,11106,0,2011
"995","995",29.1779267009399,74.9026896474067,8,1,1,0,0,1,1,0,4,17012,0,2011
"996","996",64.7606515815887,125.684618574495,5,2,3,0,1,1,0,0,2,18717,0,2011
"997","997",173.736679253319,181.391246382329,4,2,3,0,1,1,0,1,2,14959,0,2011
"998","998",156.412126442131,201.736610630572,5,2,2,1,1,1,1,1,2,18131,0,2011
"999","999",61.6431834217736,78.3800673105748,5,1,1,1,0,0,0,1,2,10145,0,2011
"1000","1000",16.1872866923177,55.1386355121584,1,1,1,0,0,1,1,0,0,11200,0,2012
"1001","1001",79.4586283235974,119.38638588695,8,2,1,0,1,1,0,1,4,21977,0,2012
"1002","1002",38.3609868000373,87.0691897673454,10,2,3,0,1,1,1,1,5,19673,0,2012
"1003","1003",80.8563068960576,120.085368094801,6,2,1,1,0,1,0,1,3,23308,0,2012
"1004","1004",33.9632525350741,78.6019818337937,4,2,1,1,0,1,0,0,2,14479,0,2012
"1005","1005",191.637607222309,213.494138876533,6,1,1,0,0,0,1,1,3,21654,0,2012
"1006","1006",84.8465142331523,103.750171996189,1,2,1,0,0,1,0,1,0,14771,0,2012
"1007","1007",93.0530763002904,113.744958076254,5,1,1,1,1,0,1,1,2,20888,0,2012
"1008","1008",92.4163808748892,121.709998712949,4,2,1,0,1,1,1,0,2,16086,0,2012
"1009","1009",71.4867455935452,119.465842683673,7,1,3,1,0,1,0,0,4,16811,0,2012
"1010","1010",78.460375476534,104.910828421931,8,1,2,0,1,1,0,1,4,16529,0,2012
"1011","1011",79.5348160929103,121.747198716272,4,1,3,1,1,1,0,0,2,17409,0,2012
"1012","1012",124.481474898769,173.596374059893,2,1,3,1,0,1,0,1,1,22706,0,2012
"1013","1013",113.020429748282,134.996512126274,6,2,1,0,1,1,0,1,3,15319,0,2012
"1014","1014",84.0415910995487,104.746520957875,10,1,1,1,1,1,0,0,5,11310,0,2012
"1015","1015",37.3382797864827,94.2609390533084,3,2,3,0,1,0,0,0,2,18141,0,2012
"1016","1016",19.1619843520544,64.4476885490804,2,2,1,0,1,1,1,1,1,12234,0,2012
"1017","1017",73.3670182026901,134.238799192859,3,1,1,0,1,0,1,0,2,18433,0,2012
"1018","1018",10.427129133163,59.442213624033,9,1,2,1,1,1,0,1,4,14154,0,2012
"1019","1019",176.471627305456,197.741215988207,4,1,1,0,0,0,1,0,2,12637,0,2012
"1020","1020",81.9037495631214,124.467847408114,5,2,2,0,0,0,0,1,2,19134,0,2012
"1021","1021",165.888678002156,196.357065998734,5,1,3,0,0,1,0,0,2,18143,0,2012
"1022","1022",45.5251813579289,91.4478556118614,2,1,2,1,1,0,0,0,1,15486,0,2012
"1023","1023",17.3546024732886,79.2293255246608,9,2,2,0,1,1,0,0,4,14957,0,2012
"1024","1024",36.7024994427103,98.4340421187894,1,2,1,1,0,1,1,0,0,16233,0,2012
"1025","1025",8.29675892174357,69.4276518017174,8,2,1,1,0,1,1,0,4,19649,0,2012
"1026","1026",49.1342793590259,104.548016498259,3,1,3,0,0,0,1,0,2,20186,0,2012
"1027","1027",70.7998325819409,118.751984539217,4,1,3,1,0,0,1,0,2,12009,0,2012
"1028","1028",150.169850414104,197.856374365231,4,1,2,1,1,0,1,1,2,18283,0,2012
"1029","1029",88.2307279633922,141.046276724726,8,2,3,1,0,0,0,1,4,19467,0,2012
"1030","1030",67.0302786093162,89.1725034001677,1,1,2,0,0,0,0,1,0,14639,0,2012
"1031","1031",90.5627212504841,138.707969888705,5,1,1,0,0,1,0,1,2,13184,0,2012
"1032","1032",76.1914142224311,132.056874318926,5,1,1,0,0,1,0,1,2,20124,0,2012
"1033","1033",162.600209606773,165.734237934343,4,2,2,0,1,0,0,1,2,19971,0,2012
"1034","1034",8.97915317326399,45.0558360387298,2,1,3,1,0,1,1,1,1,12643,0,2012
"1035","1035",61.7780113378187,105.752833604008,9,1,3,1,1,0,0,1,4,11484,0,2012
"1036","1036",104.63983422593,136.09930987535,4,2,2,1,0,1,0,0,2,18846,0,2012
"1037","1037",176.392256293473,184.861214785229,6,1,3,0,1,1,1,1,3,11601,0,2012
"1038","1038",12.3107428856792,57.8724949116086,2,2,3,0,0,0,1,0,1,17245,0,2012
"1039","1039",84.7746833633233,118.581430247772,5,2,3,1,1,1,0,1,2,22499,0,2012
"1040","1040",34.4019368657253,60.9129779059769,2,2,1,1,1,1,0,1,1,13359,0,2012
"1041","1041",0.882450994666558,47.38606841183,6,2,1,0,0,1,0,0,3,12476,0,2012
"1042","1042",95.8216383985316,132.80381060046,3,2,1,0,1,1,1,0,2,19353,0,2012
"1043","1043",162.830411964181,165.158304480233,7,1,1,0,0,0,0,0,4,13095,0,2012
"1044","1044",39.78384001791,83.8883945692534,3,2,3,1,0,0,0,0,2,22047,0,2012
"1045","1045",36.9855899789964,82.4748289084238,6,2,1,1,0,0,0,0,3,17042,0,2012
"1046","1046",201.094752263551,219.609619281384,9,1,3,1,1,1,0,0,4,18271,0,2012
"1047","1047",130.609380914146,152.710329447516,3,2,3,0,0,0,0,0,2,12246,0,2012
"1048","1048",47.1269456240291,110.920099504384,1,1,3,1,0,0,0,0,0,21591,0,2012
"1049","1049",98.2822568499753,155.656958685824,3,2,1,1,1,0,1,0,2,23859,0,2012
"1050","1050",141.59943372159,167.863627010705,5,2,2,1,0,1,1,0,2,15790,0,2012
"1051","1051",2.3390036856482,65.5277480662395,10,2,1,1,0,0,0,1,5,17760,0,2012
"1052","1052",190.450879628373,225.358279019057,1,2,1,1,1,0,1,1,0,20311,0,2012
"1053","1053",24.0798411640431,91.0967936045192,3,2,1,1,0,0,0,0,2,20770,0,2012
"1054","1054",8.86374425085646,54.4960883524188,3,2,1,0,1,1,1,1,2,11816,0,2012
"1055","1055",240.081952538837,260.44366881961,3,2,2,0,1,1,0,0,2,17406,0,2012
"1056","1056",48.5198326322707,100.957606763785,6,2,2,0,0,0,1,0,3,22853,0,2012
"1057","1057",13.1182787328667,59.3559903167215,9,1,2,0,0,0,1,1,4,21017,0,2012
"1058","1058",63.1781278821316,123.99227105357,3,2,2,1,0,0,1,0,2,17665,0,2012
"1059","1059",97.2413300314425,141.153283719323,1,2,3,0,1,0,1,1,0,21192,0,2012
"1060","1060",48.1445502734039,112.06706604726,2,2,2,1,1,0,1,0,1,14641,0,2012
"1061","1061",1.24551383845634,47.542911844085,3,2,2,0,1,0,1,0,2,22438,0,2012
"1062","1062",156.986530270868,174.474198821167,7,1,2,1,0,1,1,1,4,13125,0,2012
"1063","1063",120.036747351602,154.167978384706,5,1,1,0,0,0,0,1,2,12007,0,2012
"1064","1064",144.562802130881,164.852990449243,2,1,1,1,0,0,0,1,1,12176,0,2012
"1065","1065",48.508740711847,78.406498870877,5,1,2,0,0,1,1,0,2,10636,0,2012
"1066","1066",98.3531669911807,130.988535468427,8,2,3,1,1,1,0,1,4,23347,0,2012
"1067","1067",81.6426461721424,123.605819028063,8,1,3,1,0,0,0,0,4,18744,0,2012
"1068","1068",98.4454881377665,132.421140989263,6,2,1,1,0,0,0,1,3,20745,0,2012
"1069","1069",34.2533358761604,61.5690131024778,2,2,2,1,0,1,1,0,1,14343,0,2012
"1070","1070",50.480006056714,75.0754601409879,6,1,1,0,1,1,0,0,3,15170,0,2012
"1071","1071",15.9554710177199,57.0826929316135,10,2,3,0,1,0,1,1,5,22004,0,2012
"1072","1072",32.8105726838696,84.3640834053514,1,1,3,1,1,1,0,0,0,16050,0,2012
"1073","1073",13.6290814854731,46.5063634691603,4,2,2,1,0,1,0,0,2,13592,0,2012
"1074","1074",184.883633021067,183.93399865056,8,1,1,0,0,1,0,1,4,13364,0,2012
"1075","1075",68.3431458881893,95.37192427052,9,2,2,0,0,0,0,0,4,15088,0,2012
"1076","1076",44.8194343790537,107.680868001214,9,2,3,0,0,0,1,1,4,11549,0,2012
"1077","1077",57.9178276182977,87.5473141083912,5,1,2,0,1,1,1,1,2,21346,0,2012
"1078","1078",5.84910440340019,58.8572719924382,10,2,1,1,0,0,0,0,5,21174,0,2012
"1079","1079",135.588068824166,179.91556160824,9,1,2,1,1,0,0,1,4,23827,0,2012
"1080","1080",28.4478115666931,80.1926108947689,2,1,1,0,0,0,1,1,1,16522,0,2012
"1081","1081",21.0425432628583,73.3191582909415,2,2,1,1,0,1,0,0,1,18118,0,2012
"1082","1082",62.4117638837931,105.474811893662,6,2,1,1,1,0,1,0,3,13506,0,2012
"1083","1083",187.946128373046,187.994732679095,4,2,2,1,1,1,0,0,2,19366,0,2012
"1084","1084",17.392745224587,75.4015910739733,5,2,1,1,1,1,0,0,2,20957,0,2012
"1085","1085",0.99234054863382,40.6103973822942,10,2,1,0,0,1,1,0,5,20146,0,2012
"1086","1086",123.20449463389,138.660244770345,5,2,3,0,0,1,1,0,2,13756,0,2012
"1087","1087",73.8012706576946,125.661567305422,1,1,3,1,1,0,1,1,0,20336,0,2012
"1088","1088",113.951926271472,157.060394016021,2,2,3,0,0,1,0,1,1,22064,0,2012
"1089","1089",164.333597930352,168.842767604974,8,1,1,1,1,1,0,0,4,17127,0,2012
"1090","1090",19.4224303415707,82.0257487289019,7,1,3,0,1,1,1,1,4,11040,0,2012
"1091","1091",91.060087845655,118.452988343178,7,2,3,1,0,0,1,1,4,22740,0,2012
"1092","1092",72.9511080989488,101.45906591569,9,1,1,0,1,0,0,0,4,12490,0,2012
"1093","1093",26.609991958473,91.8501843469729,4,1,2,1,1,1,0,1,2,23088,0,2012
"1094","1094",81.6391193784739,118.088350867112,1,1,1,0,0,1,0,0,0,22027,0,2012
"1095","1095",105.658941889472,141.44049465703,10,2,1,0,0,1,0,0,5,23648,0,2012
"1096","1096",68.1395103053266,126.69148977826,4,2,2,1,0,1,0,1,2,14705,0,2012
"1097","1097",85.0904628700077,121.55251978081,3,2,2,1,0,0,1,0,2,16444,0,2012
"1098","1098",43.8441246213406,104.844684624329,9,2,1,0,0,0,0,0,4,21975,0,2012
"1099","1099",93.1715173111691,124.164192181706,3,2,1,0,0,0,1,1,2,19637,0,2012
"1100","1100",44.1344631478022,118.244930380536,6,1,2,1,1,0,1,0,3,22791,0,2012
"1101","1101",104.167935311879,140.246725236698,1,1,3,0,1,1,0,1,0,23394,0,2012
"1102","1102",220.503199151675,251.539571900881,7,2,1,1,0,0,1,1,4,22457,0,2012
"1103","1103",73.4630956397123,114.70093872794,3,1,3,1,0,1,1,0,2,10421,0,2012
"1104","1104",107.752504513419,112.217208058941,8,2,1,1,1,0,1,1,4,10175,0,2012
"1105","1105",13.4636357684392,73.903177622315,3,2,1,0,1,1,0,0,2,15185,0,2012
"1106","1106",4.92006734290269,73.3858247773712,6,1,2,0,1,0,0,0,3,14653,0,2012
"1107","1107",164.7295991715,207.209104483681,1,2,1,0,0,1,1,1,0,23142,0,2012
"1108","1108",2.13956089418065,47.3651996187431,5,2,2,0,0,1,0,1,2,17383,0,2012
"1109","1109",54.2093774322437,108.494431230703,2,2,2,1,1,0,0,0,1,15404,0,2012
"1110","1110",81.0415624772256,124.559735265278,1,2,3,1,0,1,0,0,0,21188,0,2012
"1111","1111",41.8115320312795,109.028784983974,3,1,2,0,1,1,1,0,2,16479,0,2012
"1112","1112",56.4303093128112,115.372880157463,5,1,1,0,1,1,1,1,2,12680,0,2012
"1113","1113",68.1882822517045,124.059946680018,7,1,2,1,1,0,1,0,4,15777,0,2012
"1114","1114",13.9271418503594,51.4326108007872,3,2,2,1,1,1,1,0,2,20865,0,2012
"1115","1115",90.8316905804514,121.031996992802,3,1,3,0,1,0,1,0,2,12047,0,2012
"1116","1116",58.3008881368085,118.320840971274,5,2,1,1,1,1,1,0,2,23360,0,2012
"1117","1117",97.4611429303394,136.982274590479,4,2,1,1,0,0,1,0,2,12218,0,2012
"1118","1118",1.28078452905578,42.9576302648871,7,2,3,1,0,1,1,0,4,21841,0,2012
"1119","1119",22.8850655259609,63.2484316103438,2,2,1,1,0,0,1,0,1,15909,0,2012
"1120","1120",104.255630698211,110.612723323772,2,1,1,1,1,0,1,1,1,12135,0,2012
"1121","1121",52.2244670921671,113.115054516384,3,2,1,1,0,1,1,0,2,18546,0,2012
"1122","1122",63.6073243193954,111.494213300101,6,2,2,0,1,0,0,0,3,16253,0,2012
"1123","1123",65.4638507945087,106.383235395018,3,1,1,0,1,0,0,0,2,13710,0,2012
"1124","1124",6.92178755541055,51.6803148351215,10,2,1,1,0,0,0,0,5,21387,0,2012
"1125","1125",164.916963317464,186.764795625183,1,1,2,0,0,1,1,1,0,17456,0,2012
"1126","1126",40.7325774093279,80.7658292254064,4,1,3,0,1,1,0,0,2,19235,0,2012
"1127","1127",8.52000562067687,92.8498707767862,9,1,3,0,1,1,1,1,4,21703,0,2012
"1128","1128",100.450404654577,129.679844070117,5,1,1,1,1,0,1,0,2,16542,0,2012
"1129","1129",121.444760378952,156.163214994305,7,2,2,0,0,1,1,0,4,15217,0,2012
"1130","1130",105.077490942492,150.545386362202,10,2,2,0,1,0,1,1,5,20687,0,2012
"1131","1131",161.171315615182,197.763480678147,9,2,1,0,1,1,1,0,4,13383,0,2012
"1132","1132",33.034683479211,67.3585393172359,4,1,1,1,0,1,0,1,2,23420,0,2012
"1133","1133",61.6954740176588,103.09697741033,3,2,1,1,1,1,1,1,2,17558,0,2012
"1134","1134",181.053275065928,214.593754167943,4,1,2,1,0,1,0,0,2,23401,0,2012
"1135","1135",62.9284994530959,111.246560582379,2,1,3,1,0,0,1,0,1,19280,0,2012
"1136","1136",79.057427542738,110.045252021577,6,2,2,0,1,0,1,0,3,17602,0,2012
"1137","1137",125.791401059095,149.216958551705,10,1,1,0,1,0,1,1,5,18651,0,2012
"1138","1138",101.935904545174,140.265353603557,1,2,3,1,0,0,0,0,0,18927,0,2012
"1139","1139",24.3343777279528,63.6882532317766,7,2,2,1,1,0,0,0,4,23202,0,2012
"1140","1140",35.1675197552974,82.8251369529863,9,2,1,0,0,0,0,0,4,13613,0,2012
"1141","1141",29.5407795936915,82.2501112562547,1,2,1,1,1,1,1,1,0,20106,0,2012
"1142","1142",42.3730370817773,80.3739595563671,5,1,1,0,1,0,1,1,2,15030,0,2012
"1143","1143",43.3585217825065,99.258724257577,6,2,1,1,0,0,0,1,3,12135,0,2012
"1144","1144",18.2779787362525,70.1900777174305,4,1,1,1,0,1,0,1,2,23222,0,2012
"1145","1145",17.5692697689033,89.244539824255,10,1,3,1,1,1,0,1,5,13497,0,2012
"1146","1146",161.994390159668,176.562224733148,1,1,2,1,0,0,1,0,0,16280,0,2012
"1147","1147",89.4749397001957,141.781061908132,9,2,2,1,0,0,1,1,4,10238,0,2012
"1148","1148",165.161225048221,191.65542446662,9,1,1,0,0,0,0,1,4,19323,0,2012
"1149","1149",8.7713439313239,41.4886395864271,4,1,2,1,1,1,0,1,2,12867,0,2012
"1150","1150",203.443536776362,203.77580102792,5,1,2,0,1,0,0,0,2,10630,0,2012
"1151","1151",22.6861452305472,72.5219364208443,1,2,1,1,1,0,1,0,0,16872,0,2012
"1152","1152",145.499891560324,168.732764548814,4,1,3,0,1,0,0,1,2,10822,0,2012
"1153","1153",100.725139512093,151.692857199313,1,2,2,0,0,1,0,1,0,22359,0,2012
"1154","1154",18.5299671857401,64.5736986981364,10,2,1,1,0,1,1,1,5,15778,0,2012
"1155","1155",123.954490923185,158.071476847967,8,2,2,0,0,0,1,1,4,19022,0,2012
"1156","1156",133.947835551962,157.047474501752,10,1,1,0,1,1,0,1,5,18753,0,2012
"1157","1157",60.184544395008,87.2092544482536,9,2,2,1,0,0,0,0,4,13246,0,2012
"1158","1158",134.372224018602,188.137971794089,1,2,1,0,0,0,1,1,0,22665,0,2012
"1159","1159",69.2415429874348,89.4407380072867,6,1,2,0,0,0,0,1,3,14672,0,2012
"1160","1160",46.0010549900317,84.4090634533174,7,1,3,0,0,0,1,1,4,15490,0,2012
"1161","1161",142.707633254776,171.500290569305,3,2,2,0,0,0,0,0,2,19475,0,2012
"1162","1162",160.727888056731,167.318949193511,6,2,1,1,1,0,1,1,3,14433,0,2012
"1163","1163",23.4779309455932,57.6559885930883,4,1,2,0,1,0,1,0,2,20073,0,2012
"1164","1164",42.9927565406383,70.1710570500682,10,1,1,0,1,1,0,1,5,11163,0,2012
"1165","1165",14.9659294868693,58.52070057878,7,2,3,1,0,0,0,1,4,21252,0,2012
"1166","1166",76.1590937570376,125.05452470119,7,2,1,1,0,1,1,1,4,13111,0,2012
"1167","1167",51.6801282293022,108.46888944681,8,2,1,0,1,0,0,1,4,14416,0,2012
"1168","1168",163.044797152622,191.072442829681,6,2,3,1,1,0,1,0,3,20316,0,2012
"1169","1169",119.146630363186,145.832486435043,7,1,3,1,0,0,1,0,4,23578,0,2012
"1170","1170",62.6029040956349,103.449740034557,8,2,3,0,1,0,0,1,4,23969,0,2012
"1171","1171",94.2086847211378,113.991872801876,9,2,2,0,0,0,1,0,4,17080,0,2012
"1172","1172",73.5014307044672,115.368127190312,3,2,2,1,0,1,1,1,2,17815,0,2012
"1173","1173",150.424658161689,191.814218607857,4,2,3,1,0,1,0,0,2,10427,0,2012
"1174","1174",17.1582967341061,86.9970988086442,6,1,1,0,0,0,1,1,3,20083,0,2012
"1175","1175",43.2071558168512,83.0205689081554,10,1,3,0,0,1,0,0,5,13350,0,2012
"1176","1176",145.764772703191,185.784357687989,2,2,3,0,1,0,0,0,1,14446,0,2012
"1177","1177",111.602468216051,157.231781382001,4,2,3,0,0,0,1,1,2,10084,0,2012
"1178","1178",151.660476828491,174.483637384846,1,1,3,1,0,0,0,1,0,20168,0,2012
"1179","1179",39.0826709514499,76.3539095755139,9,1,1,0,1,0,0,1,4,13568,0,2012
"1180","1180",12.8219130684722,74.009762654577,2,1,3,1,1,0,1,1,1,20916,0,2012
"1181","1181",107.55637962682,147.318267471839,10,1,2,0,0,0,1,0,5,12663,0,2012
"1182","1182",81.6038822349951,111.686502713466,4,2,3,1,0,1,0,0,2,22325,0,2012
"1183","1183",88.2122876148435,140.628246218992,7,1,3,1,0,1,1,1,4,10093,0,2012
"1184","1184",46.6556763562631,71.1602998673786,5,2,3,1,1,1,1,1,2,14296,0,2012
"1185","1185",203.796815936731,227.595790262869,4,2,1,1,1,0,0,0,2,22539,0,2012
"1186","1186",51.456423408335,96.4933937275405,9,1,1,0,1,0,0,0,4,16576,0,2012
"1187","1187",103.375920243113,131.826256260953,10,2,3,1,0,1,1,1,5,19363,0,2012
"1188","1188",105.089930435105,148.962491380977,3,1,1,0,1,0,1,0,2,10594,0,2012
"1189","1189",70.4866436311874,97.661402297511,6,1,2,1,0,0,1,1,3,18374,0,2012
"1190","1190",9.43727684791117,70.8361565884233,8,2,3,1,0,1,0,0,4,14012,0,2012
"1191","1191",109.895455796341,169.082631537556,9,1,3,1,1,1,1,0,4,19429,0,2012
"1192","1192",172.159712705448,199.468602127307,6,1,2,0,0,0,0,1,3,20901,0,2012
"1193","1193",57.8840977843951,112.180011175609,2,2,3,1,0,0,0,0,1,13700,0,2012
"1194","1194",133.401214389028,168.434728289289,9,1,1,0,0,0,1,0,4,14176,0,2012
"1195","1195",188.391460144374,218.972894808527,8,2,2,0,0,0,1,0,4,22336,0,2012
"1196","1196",10.3956333652338,77.9482763328004,10,2,1,1,1,0,0,0,5,23865,0,2012
"1197","1197",62.2583839897239,110.514829240179,2,1,1,0,1,0,1,0,1,11336,0,2012
"1198","1198",220.486612144215,208.467023057491,8,2,2,1,1,1,0,1,4,11548,0,2012
"1199","1199",75.4999299213461,138.127957303186,8,1,2,0,0,0,0,0,4,23478,0,2012
"1200","1200",238.259573189295,261.595125701212,9,1,1,1,1,1,0,0,4,17835,0,2012
"1201","1201",76.9537718235333,131.981712078875,10,1,1,1,0,1,1,1,5,18845,0,2012
"1202","1202",74.2680366531736,118.755836131208,1,2,3,0,1,0,1,1,0,20209,0,2012
"1203","1203",98.224377675752,108.991646270006,6,1,2,1,1,1,1,1,3,12267,0,2012
"1204","1204",34.7626578480419,84.5788910754915,1,1,2,1,0,0,1,0,0,17080,0,2012
"1205","1205",123.336580550128,138.324815436546,10,1,1,1,1,0,1,0,5,19154,0,2012
"1206","1206",28.6423202511008,66.568043443627,2,1,3,1,0,0,0,0,1,13561,0,2012
"1207","1207",27.1108660161617,64.7100306138251,9,2,1,1,0,0,1,1,4,19446,0,2012
"1208","1208",40.8920580444173,70.8851879596144,4,2,1,0,0,1,0,1,2,20067,0,2012
"1209","1209",124.275316367302,135.131073266643,6,1,2,1,0,1,1,0,3,15620,0,2012
"1210","1210",131.379301729214,161.880833583554,10,2,2,0,1,0,1,0,5,22537,0,2012
"1211","1211",16.7945173476503,70.360954232263,9,2,2,1,0,1,0,0,4,22097,0,2012
"1212","1212",130.051234881526,167.270891602396,4,1,3,1,0,0,1,0,2,12100,0,2012
"1213","1213",62.4568020876307,97.4792098033072,8,1,3,1,1,1,1,1,4,10442,0,2012
"1214","1214",70.1463062676668,131.920453463837,5,2,3,1,0,1,1,0,2,20148,0,2012
"1215","1215",56.5475053877356,100.195232969578,9,2,1,0,1,0,0,1,4,12557,0,2012
"1216","1216",7.79254783550008,67.7118577428942,10,1,2,0,1,0,0,1,5,11839,0,2012
"1217","1217",66.0077166563374,91.0453464745588,6,1,1,1,1,1,1,1,3,12666,0,2012
"1218","1218",89.891889085736,110.221484453955,3,1,2,0,1,1,0,1,2,12477,0,2012
"1219","1219",10.5224336300475,72.9813146325303,1,1,1,0,1,1,0,1,0,16576,0,2012
"1220","1220",125.41254719675,131.838839931531,1,1,1,0,1,0,0,1,0,10544,0,2012
"1221","1221",145.792420618807,174.389671016291,2,2,2,1,0,1,0,0,1,20048,0,2012
"1222","1222",8.91333394124241,54.9109696820812,8,2,2,1,0,0,1,1,4,19971,0,2012
"1223","1223",101.011049178099,128.584569741559,2,1,3,1,1,1,1,1,1,17110,0,2012
"1224","1224",11.578387273028,53.9310707151458,2,2,2,0,0,0,1,1,1,23062,0,2012
"1225","1225",86.4254617974096,106.913562054862,7,2,1,0,1,1,1,1,4,20315,0,2012
"1226","1226",28.0454495065857,61.5517004684144,6,2,2,0,1,0,1,1,3,17024,0,2012
"1227","1227",176.313043897211,201.172310366186,6,1,1,0,0,1,1,0,3,10139,0,2012
"1228","1228",77.7229065223953,96.0513073198578,8,2,1,0,0,0,1,0,4,10692,0,2012
"1229","1229",102.0720442655,128.785099261372,3,1,3,0,0,1,0,0,2,18935,0,2012
"1230","1230",147.811559221498,167.339025857971,5,2,1,0,1,0,0,0,2,21800,0,2012
"1231","1231",56.599847009458,100.982714200032,2,2,1,1,0,1,1,0,1,17882,0,2012
"1232","1232",50.9773481890227,107.414929322624,6,1,1,1,1,1,1,1,3,10226,0,2012
"1233","1233",89.2655741189835,127.107017034692,9,1,3,1,1,0,1,0,4,14035,0,2012
"1234","1234",143.445560870359,163.347370668402,8,2,2,0,0,0,0,0,4,18945,0,2012
"1235","1235",126.90383542154,186.21192090321,6,1,2,0,1,0,1,1,3,23715,0,2012
"1236","1236",16.6754565294934,85.1588295386478,8,1,2,0,1,0,0,0,4,16926,0,2012
"1237","1237",122.063517706349,133.347632903151,2,2,2,0,1,1,1,1,1,11511,0,2012
"1238","1238",27.8130566597345,97.3679744600923,5,1,3,0,1,0,1,1,2,16556,0,2012
"1239","1239",33.4551314925079,85.1133657559624,5,1,3,1,1,1,0,1,2,15579,0,2012
"1240","1240",0.884461954502064,60.8550128228129,10,2,3,1,0,0,1,0,5,22393,0,2012
"1241","1241",18.5427849114023,81.067127274626,10,1,1,1,0,0,1,1,5,12825,0,2012
"1242","1242",47.1407587480007,87.5565489583144,4,1,2,1,0,0,1,0,2,10137,0,2012
"1243","1243",119.18538440396,140.387766575444,4,1,2,1,0,0,0,0,2,12811,0,2012
"1244","1244",132.138943359391,180.664001954602,8,2,3,1,1,1,1,0,4,22342,0,2012
"1245","1245",262.575259611296,256.562325734497,6,2,1,0,0,1,1,1,3,11554,0,2012
"1246","1246",89.5940067789469,103.282115823919,4,2,1,0,1,1,1,0,2,14807,0,2012
"1247","1247",145.868661711556,146.924366163876,5,1,3,0,0,1,0,0,2,11265,0,2012
"1248","1248",139.590716276749,167.447603759636,1,2,1,1,1,0,0,1,0,16720,0,2012
"1249","1249",214.404691983433,242.1873290397,10,2,2,0,1,1,1,1,5,17209,0,2012
"1250","1250",6.59258322420247,64.2029630394537,5,2,3,0,1,0,0,0,2,23184,0,2012
"1251","1251",95.4673827530658,151.903742289741,6,1,3,0,1,1,1,1,3,14889,0,2012
"1252","1252",9.06620385462276,80.0250958327565,5,2,3,0,0,1,1,0,2,11481,0,2012
"1253","1253",137.798521108185,154.159835143802,9,1,2,0,1,1,0,1,4,22993,0,2012
"1254","1254",132.390113098788,145.685906504012,9,2,1,1,1,0,0,1,4,19096,0,2012
"1255","1255",2.40832216168216,57.2927798271565,5,1,3,1,0,0,0,1,2,11390,0,2012
"1256","1256",51.8417090833238,83.7821222394503,6,1,3,0,0,1,1,0,3,21921,0,2012
"1257","1257",1.05424798510628,42.2806539987559,8,2,3,0,0,1,1,0,4,20469,0,2012
"1258","1258",51.7784760378644,77.9088452939703,2,2,3,0,0,0,0,1,1,11538,0,2012
"1259","1259",67.8788782511381,103.714342770031,6,1,1,1,0,0,0,0,3,22531,0,2012
"1260","1260",141.779825237595,180.356900814355,4,2,3,1,1,0,1,1,2,11220,0,2012
"1261","1261",144.297499609297,158.542073467529,5,2,2,1,0,1,0,1,2,20209,0,2012
"1262","1262",32.4631546964079,54.4067902966777,2,2,1,0,1,0,0,0,1,11347,0,2012
"1263","1263",9.30650312045417,47.5289993275949,5,1,3,0,0,0,1,0,2,13688,0,2012
"1264","1264",5.86686216837239,86.5385124395935,3,1,3,1,0,1,0,1,2,20574,0,2012
